"Participant","Date","Difficulty","TotalScore","Flight","Bonus","Mine","Fortress","NumberofBonus","NumberofMine","Bonus_Prct","Mine_Prct","FortressShot","NumberOfShots","NumberOfActions"
"001","2022-02-21_10-43-04","monotask",1250,0,0,0,1250,0,0,NA,NA,74,142,355
"001","2022-02-21_10-46-24","multitask",1590,-420,850,660,500,15,20,66.6666666666667,65,36,92,352
"001","2022-02-21_10-49-44","monotask",1595,-155,0,0,1750,0,0,NA,NA,94,163,339
"001","2022-02-21_10-53-06","multitask",1985,-405,550,1090,750,17,22,41.1764705882353,90.9090909090909,44,113,393
"001","2022-02-21_10-56-57","monotask",1465,-35,0,0,1500,0,0,NA,NA,88,172,397
"001","2022-02-21_11-00-10","multitask",1895,-545,700,990,750,12,21,75,85.7142857142857,43,106,380
"001","2022-02-21_11-03-20","monotask",1415,-85,0,0,1500,0,0,NA,NA,82,152,403
"001","2022-02-21_11-06-47","multitask",1425,-555,600,880,500,14,22,57.1428571428571,72.7272727272727,36,104,399
"001","2022-02-21_11-10-03","monotask",1930,-70,0,0,2000,0,0,NA,NA,104,172,439
"001","2022-02-21_11-13-17","multitask",1945,-405,800,800,750,11,21,90.9090909090909,76.1904761904762,50,136,401
"002","2022-02-21_17-44-13","monotask",-355,-855,0,0,500,0,0,NA,NA,32,65,298
"002","2022-02-21_17-47-29","multitask",-270,-1460,400,540,250,10,17,70,70.5882352941177,15,60,282
"002","2022-02-21_17-50-51","monotask",-160,-660,0,0,500,0,0,NA,NA,30,68,320
"002","2022-02-21_17-54-05","multitask",-1090,-2320,550,430,250,15,16,66.6666666666667,56.25,12,54,277
"002","2022-02-21_17-57-21","monotask",-265,-765,0,0,500,0,0,NA,NA,36,68,293
"002","2022-02-21_18-00-33","multitask",-870,-1860,400,340,250,17,16,41.1764705882353,56.25,15,62,310
"002","2022-02-21_18-03-53","monotask",-875,-1125,0,0,250,0,0,NA,NA,26,59,319
"002","2022-02-21_18-07-07","multitask",-410,-1330,50,620,250,6,20,33.3333333333333,65,24,69,280
"002","2022-02-21_18-10-55","monotask",-640,-1140,0,0,500,0,0,NA,NA,35,63,313
"002","2022-02-21_18-14-05","multitask",-810,-1650,350,490,0,13,18,53.8461538461538,66.6666666666667,14,65,304
"003","2022-02-22_10-49-40","monotask",1500,0,0,0,1500,0,0,NA,NA,74,113,350
"003","2022-02-22_10-53-07","multitask",1540,-220,300,960,500,14,21,42.8571428571429,90.4761904761905,33,90,365
"003","2022-02-22_10-56-37","monotask",1200,-50,0,0,1250,0,0,NA,NA,72,111,337
"003","2022-02-22_10-59-52","multitask",1600,0,550,550,500,12,19,58.3333333333333,73.6842105263158,32,85,357
"003","2022-02-22_11-03-10","monotask",1700,-50,0,0,1750,0,0,NA,NA,89,121,388
"003","2022-02-22_11-06-20","multitask",1640,-150,550,740,500,14,19,50,84.2105263157895,36,89,368
"003","2022-02-22_11-09-37","monotask",1750,0,0,0,1750,0,0,NA,NA,100,148,391
"003","2022-02-22_11-12-49","multitask",1940,-150,300,790,1000,18,19,33.3333333333333,84.2105263157895,52,114,362
"003","2022-02-22_11-16-09","monotask",1600,-150,0,0,1750,0,0,NA,NA,97,131,428
"003","2022-02-22_11-19-19","multitask",2550,-100,550,1100,1000,13,21,61.5384615384615,100,59,106,375
"004","2022-02-22_13-44-26","monotask",1750,0,0,0,1750,0,0,NA,NA,96,153,336
"004","2022-02-22_13-48-05","multitask",1580,-100,450,730,500,14,20,50,80,40,114,389
"004","2022-02-22_13-51-31","monotask",2200,-50,0,0,2250,0,0,NA,NA,113,175,328
"004","2022-02-22_13-54-51","multitask",1860,-150,400,860,750,10,21,50,80.9523809523809,48,125,365
"004","2022-02-22_13-58-09","monotask",2500,0,0,0,2500,0,0,NA,NA,127,181,355
"004","2022-02-22_14-01-19","multitask",2450,-100,550,1000,1000,14,22,50,86.3636363636364,61,122,339
"004","2022-02-22_14-04-36","monotask",3000,0,0,0,3000,0,0,NA,NA,150,193,438
"004","2022-02-22_14-07-52","multitask",2900,-300,550,900,1750,13,21,61.5384615384615,80.9523809523809,98,150,454
"004","2022-02-22_14-11-11","monotask",3115,-135,0,0,3250,0,0,NA,NA,152,188,503
"004","2022-02-22_14-14-27","multitask",3990,-100,850,990,2250,14,21,71.4285714285714,90.4761904761905,114,187,501
"005","2022-03-08_09-59-16","monotask",1175,-325,0,0,1500,0,0,NA,NA,87,151,318
"005","2022-03-08_10-02-37","multitask",-125,-1175,100,200,750,10,17,30,41.1764705882353,50,102,329
"005","2022-03-08_10-06-00","monotask",565,-685,0,0,1250,0,0,NA,NA,68,113,340
"005","2022-03-08_10-09-11","multitask",-960,-2220,350,410,500,13,19,46.1538461538462,47.3684210526316,46,101,291
"005","2022-03-08_10-12-55","monotask",1015,-485,0,0,1500,0,0,NA,NA,79,119,296
"005","2022-03-08_10-16-08","multitask",130,-1330,250,710,500,11,20,27.2727272727273,70,35,84,305
"005","2022-03-08_10-19-27","monotask",215,-785,0,0,1000,0,0,NA,NA,57,104,328
"005","2022-03-08_10-22-38","multitask",-420,-1280,300,60,500,11,16,54.5454545454545,37.5,29,75,286
"005","2022-03-08_10-26-00","monotask",615,-635,0,0,1250,0,0,NA,NA,70,114,311
"005","2022-03-08_10-29-16","multitask",65,-1085,300,350,500,10,18,50,55.5555555555556,33,77,281
"006","2022-03-08_13-57-03","monotask",1250,0,0,0,1250,0,0,NA,NA,64,113,349
"006","2022-03-08_14-00-50","multitask",1240,-350,200,640,750,9,18,33.3333333333333,72.2222222222222,42,93,340
"006","2022-03-08_14-04-32","monotask",1400,-100,0,0,1500,0,0,NA,NA,83,133,331
"006","2022-03-08_14-07-55","multitask",1470,-100,250,570,750,13,19,23.0769230769231,73.6842105263158,49,108,336
"006","2022-03-08_14-11-25","monotask",2715,-35,0,0,2750,0,0,NA,NA,147,174,486
"006","2022-03-08_14-14-35","multitask",1630,-120,450,550,750,13,17,69.2307692307692,76.4705882352941,57,124,391
"006","2022-03-08_14-17-53","monotask",2500,0,0,0,2500,0,0,NA,NA,133,175,425
"006","2022-03-08_14-21-16","multitask",2270,-120,500,640,1250,15,17,53.3333333333333,82.3529411764706,67,129,378
"006","2022-03-08_14-24-45","monotask",2700,-50,0,0,2750,0,0,NA,NA,147,183,477
"006","2022-03-08_14-28-17","multitask",1320,-420,500,490,750,14,17,57.1428571428571,64.7058823529412,56,97,337
"007","2022-03-08_16-15-22","monotask",2955,-295,0,0,3250,0,0,NA,NA,178,247,526
"007","2022-03-08_16-18-47","multitask",2130,-660,900,890,1000,15,19,80,89.4736842105263,53,141,470
"007","2022-03-08_16-22-00","monotask",3155,-345,0,0,3500,0,0,NA,NA,188,264,545
"007","2022-03-08_16-25-19","multitask",2595,-335,700,980,1250,10,22,100,81.8181818181818,79,176,515
"007","2022-03-08_16-28-37","monotask",3000,-500,0,0,3500,0,0,NA,NA,190,284,672
"007","2022-03-08_16-31-55","multitask",2965,-525,750,990,1750,12,22,100,90.9090909090909,97,195,508
"007","2022-03-08_16-35-11","monotask",3560,-440,0,0,4000,0,0,NA,NA,223,305,634
"007","2022-03-08_16-38-20","multitask",3015,-185,50,1150,2000,8,23,87.5,91.304347826087,112,203,524
"007","2022-03-08_16-41-56","monotask",4280,-470,0,0,4750,0,0,NA,NA,243,324,678
"007","2022-03-08_16-45-08","multitask",3110,-570,900,1030,1750,11,22,100,86.3636363636364,96,193,516
"008","2022-03-09_13-40-00","monotask",-515,-1015,0,0,500,0,0,NA,NA,36,104,297
"008","2022-03-09_13-43-27","multitask",280,-870,300,600,250,13,18,46.1538461538462,72.2222222222222,26,98,316
"008","2022-03-09_13-46-51","monotask",120,-630,0,0,750,0,0,NA,NA,46,115,306
"008","2022-03-09_13-50-03","multitask",815,-965,600,680,500,12,18,75,77.7777777777778,30,101,323
"008","2022-03-09_13-53-15","monotask",-130,-880,0,0,750,0,0,NA,NA,39,109,300
"008","2022-03-09_13-56-23","multitask",795,-1045,800,790,250,14,19,71.4285714285714,78.9473684210526,24,95,322
"008","2022-03-09_13-59-34","monotask",595,-405,0,0,1000,0,0,NA,NA,51,117,311
"008","2022-03-09_14-02-43","multitask",845,-645,550,440,500,15,18,66.6666666666667,66.6666666666667,27,90,319
"008","2022-03-09_14-06-13","monotask",-120,-870,0,0,750,0,0,NA,NA,63,148,352
"008","2022-03-09_14-09-19","multitask",1175,-525,350,850,500,9,18,77.7777777777778,88.8888888888889,27,103,329
"009","2022-03-09_17-38-37","monotask",1530,-220,0,0,1750,0,0,NA,NA,104,213,475
"009","2022-03-09_17-41-54","multitask",2115,-85,800,650,750,15,19,80,78.9473684210526,53,156,498
"009","2022-03-09_17-45-14","monotask",2330,-170,0,0,2500,0,0,NA,NA,158,325,578
"009","2022-03-09_17-48-32","multitask",2460,-100,600,960,1000,11,22,81.8181818181818,86.3636363636364,65,158,471
"009","2022-03-09_17-51-53","monotask",2815,-185,0,0,3000,0,0,NA,NA,181,303,536
"009","2022-03-09_17-55-13","multitask",2190,-50,1050,440,750,14,18,85.7142857142857,72.2222222222222,48,148,424
"009","2022-03-09_17-58-35","monotask",4250,0,0,0,4250,0,0,NA,NA,246,390,562
"009","2022-03-09_18-01-50","multitask",3310,-150,1000,960,1500,17,23,76.4705882352941,82.6086956521739,101,249,503
"009","2022-03-09_18-05-12","monotask",3415,-85,0,0,3500,0,0,NA,NA,214,367,567
"009","2022-03-09_18-08-24","multitask",2795,-185,450,1030,1500,10,23,80,82.6086956521739,87,225,531
"010","2022-03-10_13-44-40","monotask",4250,0,0,0,4250,0,0,NA,NA,243,432,1170
"010","2022-03-10_13-48-05","multitask",2890,-150,100,940,2000,17,21,35.2941176470588,85.7142857142857,111,289,841
"010","2022-03-10_13-51-35","monotask",5795,-205,0,0,6000,0,0,NA,NA,334,444,1201
"010","2022-03-10_13-54-51","multitask",4130,-200,200,630,3500,9,20,100,75,187,335,962
"010","2022-03-10_13-58-08","monotask",6420,-580,0,0,7000,0,0,NA,NA,376,436,1226
"010","2022-03-10_14-01-20","multitask",5300,-50,550,800,4000,13,20,92.3076923076923,85,199,335,908
"010","2022-03-10_14-04-36","monotask",8130,-370,0,0,8500,0,0,NA,NA,411,471,1168
"010","2022-03-10_14-07-47","multitask",4670,-100,50,720,4000,9,20,100,75,198,302,873
"010","2022-03-10_14-11-06","monotask",8160,-840,0,0,9000,0,0,NA,NA,471,519,1180
"010","2022-03-10_14-14-17","multitask",5550,-150,700,1000,4000,13,22,92.3076923076923,86.3636363636364,190,296,851
"011","2022-03-10_19-44-53","monotask",-1080,-1580,0,0,500,0,0,NA,NA,35,93,213
"011","2022-03-10_19-48-13","multitask",-1605,-1955,50,50,250,16,17,18.75,23.5294117647059,17,85,212
"011","2022-03-10_19-51-28","monotask",-345,-845,0,0,500,0,0,NA,NA,33,93,196
"011","2022-03-10_19-54-42","multitask",-1295,-2165,-200,570,500,13,18,7.69230769230769,61.1111111111111,24,98,232
"011","2022-03-10_19-57-53","monotask",-830,-1330,0,0,500,0,0,NA,NA,35,98,204
"011","2022-03-10_20-01-18","multitask",-1355,-2055,100,350,250,12,19,33.3333333333333,42.1052631578947,19,88,204
"011","2022-03-10_20-04-29","monotask",-250,-1000,0,0,750,0,0,NA,NA,46,135,253
"011","2022-03-10_20-07-47","multitask",-1750,-2850,450,150,500,16,17,43.75,29.4117647058824,41,115,241
"011","2022-03-10_20-10-58","monotask",535,-465,0,0,1000,0,0,NA,NA,55,149,313
"011","2022-03-10_20-14-05","multitask",-1300,-1850,300,0,250,14,17,42.8571428571429,11.7647058823529,32,110,254
"012","2022-03-14_08-53-05","monotask",315,-685,0,0,1000,0,0,NA,NA,67,120,361
"012","2022-03-14_08-56-23","multitask",-410,-1050,150,240,250,10,17,30,47.0588235294118,30,131,371
"012","2022-03-14_08-59-44","monotask",1030,-220,0,0,1250,0,0,NA,NA,69,116,341
"012","2022-03-14_09-02-53","multitask",955,-435,100,790,500,14,20,21.4285714285714,80,34,123,361
"012","2022-03-14_09-06-37","monotask",315,-685,0,0,1000,0,0,NA,NA,63,129,352
"012","2022-03-14_09-09-49","multitask",1240,-490,150,830,750,12,18,25,88.8888888888889,46,120,366
"012","2022-03-14_09-13-11","monotask",900,-350,0,0,1250,0,0,NA,NA,79,146,398
"012","2022-03-14_09-16-26","multitask",1330,-590,500,670,750,15,20,66.6666666666667,65,48,135,401
"012","2022-03-14_09-19-36","monotask",775,-475,0,0,1250,0,0,NA,NA,78,116,370
"012","2022-03-14_09-22-46","multitask",1620,-520,400,990,750,14,21,64.2857142857143,85.7142857142857,59,134,380
"013","2022-03-14_17-40-38","monotask",45,-205,0,0,250,0,0,NA,NA,24,40,375
"013","2022-03-14_17-43-59","multitask",1380,-240,350,1020,250,9,21,66.6666666666667,90.4761904761905,15,57,363
"013","2022-03-14_17-47-18","monotask",315,-185,0,0,500,0,0,NA,NA,28,42,359
"013","2022-03-14_17-50-42","multitask",190,-810,250,500,250,13,18,30.7692307692308,66.6666666666667,18,47,361
"013","2022-03-14_17-54-08","monotask",460,-290,0,0,750,0,0,NA,NA,37,55,364
"013","2022-03-14_17-57-24","multitask",1495,-275,800,720,250,16,19,68.75,84.2105263157895,21,58,350
"013","2022-03-14_18-00-47","monotask",465,-35,0,0,500,0,0,NA,NA,31,62,291
"013","2022-03-14_18-04-04","multitask",935,-335,350,670,250,12,19,66.6666666666667,73.6842105263158,16,44,337
"013","2022-03-14_18-07-24","monotask",130,-370,0,0,500,0,0,NA,NA,31,48,330
"013","2022-03-14_18-10-38","multitask",1665,-185,600,1000,250,12,20,66.6666666666667,95,17,67,344
"014","2022-03-15_08-47-23","monotask",2500,0,0,0,2500,0,0,NA,NA,138,205,409
"014","2022-03-15_08-51-01","multitask",1185,-435,200,420,1000,13,19,69.2307692307692,52.6315789473684,58,116,344
"014","2022-03-15_08-54-18","monotask",3430,-70,0,0,3500,0,0,NA,NA,178,226,451
"014","2022-03-15_08-57-30","multitask",1815,-505,200,870,1250,7,20,85.7142857142857,80,79,138,359
"014","2022-03-15_09-00-49","monotask",3680,-70,0,0,3750,0,0,NA,NA,197,264,512
"014","2022-03-15_09-04-02","multitask",2070,-220,-150,940,1500,12,19,41.6666666666667,94.7368421052632,76,139,359
"014","2022-03-15_09-07-20","monotask",4250,0,0,0,4250,0,0,NA,NA,226,291,562
"014","2022-03-15_09-10-26","multitask",2095,-505,400,700,1500,14,19,50,73.6842105263158,91,153,380
"014","2022-03-15_09-13-47","monotask",3680,-70,0,0,3750,0,0,NA,NA,196,263,530
"014","2022-03-15_09-16-56","multitask",2840,-150,800,440,1750,15,17,73.3333333333333,64.7058823529412,98,167,433
"015","2022-03-15_14-48-21","monotask",1500,0,0,0,1500,0,0,NA,NA,86,174,360
"015","2022-03-15_14-51-56","multitask",2050,-370,800,870,750,13,21,84.6153846153846,80.9523809523809,47,107,302
"015","2022-03-15_14-55-37","monotask",2250,0,0,0,2250,0,0,NA,NA,115,198,350
"015","2022-03-15_14-58-59","multitask",1980,-350,400,930,1000,13,21,53.8461538461538,80.9523809523809,54,127,323
"015","2022-03-15_15-02-34","monotask",3250,0,0,0,3250,0,0,NA,NA,167,223,317
"015","2022-03-15_15-06-32","multitask",2870,-150,600,1170,1250,15,23,60,95.6521739130435,73,156,354
"015","2022-03-15_15-10-20","monotask",4500,0,0,0,4500,0,0,NA,NA,220,257,376
"015","2022-03-15_15-13-48","multitask",3340,-200,700,840,2000,11,21,81.8181818181818,80.9523809523809,108,182,357
"015","2022-03-15_15-17-11","monotask",5150,-100,0,0,5250,0,0,NA,NA,272,308,442
"015","2022-03-15_15-20-46","multitask",3680,-100,700,1080,2000,16,23,56.25,86.9565217391304,116,192,394
"016","2022-03-16_08-56-56","monotask",45,-705,0,0,750,0,0,NA,NA,45,141,396
"016","2022-03-16_09-00-21","multitask",420,-490,300,110,500,12,16,41.6666666666667,43.75,44,154,404
"016","2022-03-16_09-03-46","monotask",995,-255,0,0,1250,0,0,NA,NA,76,173,399
"016","2022-03-16_09-06-56","multitask",-400,-1410,400,110,500,11,15,54.5454545454545,33.3333333333333,39,126,375
"016","2022-03-16_09-10-07","monotask",620,-630,0,0,1250,0,0,NA,NA,66,135,365
"016","2022-03-16_09-13-15","multitask",-785,-1895,200,410,500,9,19,44.4444444444444,42.1052631578947,44,108,343
"016","2022-03-16_09-16-25","monotask",1045,-705,0,0,1750,0,0,NA,NA,96,154,341
"016","2022-03-16_09-19-54","multitask",550,-970,450,320,750,12,19,50,42.1052631578947,48,126,373
"016","2022-03-16_09-23-06","monotask",390,-860,0,0,1250,0,0,NA,NA,74,154,397
"016","2022-03-16_09-26-17","multitask",660,-610,700,70,500,14,16,64.2857142857143,43.75,35,123,405
"017","2022-03-16_13-55-08","monotask",680,-70,0,0,750,0,0,NA,NA,48,135,436
"017","2022-03-16_13-58-25","multitask",1455,-135,400,940,250,11,22,45.4545454545455,86.3636363636364,26,112,408
"017","2022-03-16_14-01-39","monotask",1000,0,0,0,1000,0,0,NA,NA,67,151,428
"017","2022-03-16_14-04-54","multitask",755,-705,100,860,500,13,21,23.0769230769231,80.9523809523809,29,116,390
"017","2022-03-16_14-08-19","monotask",1250,0,0,0,1250,0,0,NA,NA,75,161,451
"017","2022-03-16_14-11-36","multitask",1855,-35,450,940,500,13,20,61.5384615384615,90,35,116,452
"017","2022-03-16_14-15-52","monotask",1500,0,0,0,1500,0,0,NA,NA,77,140,424
"017","2022-03-16_14-19-03","multitask",1385,-205,200,890,500,11,21,36.3636363636364,85.7142857142857,42,100,379
"017","2022-03-16_14-22-23","monotask",1500,0,0,0,1500,0,0,NA,NA,96,181,435
"017","2022-03-16_14-25-39","multitask",2380,-100,900,1080,500,19,22,63.1578947368421,90.9090909090909,41,136,391
"018","2022-03-16_16-26-03","monotask",-350,-850,0,0,500,0,0,NA,NA,37,146,361
"018","2022-03-16_16-30-32","multitask",-620,-1140,0,270,250,9,17,22.2222222222222,47.0588235294118,18,79,287
"018","2022-03-16_16-35-27","monotask",-410,-1160,0,0,750,0,0,NA,NA,58,145,388
"018","2022-03-16_16-38-41","multitask",-450,-1280,0,330,500,8,17,37.5,58.8235294117647,30,102,329
"018","2022-03-16_16-44-58","multitask",250,-730,0,480,500,11,18,27.2727272727273,61.1111111111111,30,102,339
"018","2022-03-16_16-49-02","monotask",15,-735,0,0,750,0,0,NA,NA,39,87,336
"018","2022-03-16_16-52-13","multitask",585,-465,-100,900,250,9,20,33.3333333333333,90,21,82,334
"018","2022-03-16_16-55-29","monotask",310,-440,0,0,750,0,0,NA,NA,53,124,358
"018","2022-03-16_16-58-39","multitask",-140,-1370,100,630,500,9,16,22.2222222222222,81.25,31,112,322
"019","2022-03-17_09-07-26","monotask",880,-120,0,0,1000,0,0,NA,NA,55,80,251
"019","2022-03-17_09-10-52","multitask",350,-540,0,640,250,10,18,20,72.2222222222222,24,47,221
"019","2022-03-17_09-15-03","monotask",1490,-260,0,0,1750,0,0,NA,NA,96,116,266
"019","2022-03-17_09-18-35","multitask",1405,-505,50,860,1000,7,21,14.2857142857143,76.1904761904762,52,89,286
"019","2022-03-17_09-22-08","monotask",1420,-330,0,0,1750,0,0,NA,NA,93,122,302
"019","2022-03-17_09-25-46","multitask",425,-775,250,700,250,13,19,30.7692307692308,73.6842105263158,40,75,263
"019","2022-03-17_09-29-28","monotask",2165,-85,0,0,2250,0,0,NA,NA,114,140,319
"019","2022-03-17_09-33-09","multitask",1235,-625,250,860,750,14,21,28.5714285714286,76.1904761904762,39,71,267
"019","2022-03-17_09-37-03","monotask",2645,-105,0,0,2750,0,0,NA,NA,147,190,396
"019","2022-03-17_09-40-49","multitask",440,-1030,150,820,500,10,20,20,75,37,72,279
"020","2022-03-17_16-45-12","monotask",230,-520,0,0,750,0,0,NA,NA,46,129,386
"020","2022-03-17_16-49-03","multitask",-1605,-1775,-150,70,250,10,15,20,40,16,71,305
"020","2022-03-17_16-52-20","monotask",-75,-575,0,0,500,0,0,NA,NA,43,103,399
"020","2022-03-17_16-55-35","multitask",-320,-1250,0,430,500,10,16,30,68.75,26,105,386
"020","2022-03-17_16-59-16","monotask",195,-1055,0,0,1250,0,0,NA,NA,71,133,418
"020","2022-03-17_17-02-34","multitask",-1035,-1705,100,320,250,8,20,25,40,22,65,326
"020","2022-03-17_17-05-59","monotask",745,-755,0,0,1500,0,0,NA,NA,86,171,465
"020","2022-03-17_17-09-21","multitask",-550,-1550,100,150,750,16,16,25,43.75,49,113,371
"020","2022-03-17_17-12-38","monotask",995,-1005,0,0,2000,0,0,NA,NA,117,199,432
"020","2022-03-17_17-15-54","multitask",140,-1100,100,390,750,12,17,50,58.8235294117647,43,133,405
"021","2022-03-18_09-35-41","monotask",2000,0,0,0,2000,0,0,NA,NA,105,221,734
"021","2022-03-18_09-40-13","multitask",1745,-135,750,880,250,14,21,78.5714285714286,80.9523809523809,30,108,471
"021","2022-03-18_09-43-33","monotask",1780,-470,0,0,2250,0,0,NA,NA,114,216,704
"021","2022-03-18_09-47-58","multitask",1530,-400,800,880,250,12,20,75,85,28,98,472
"021","2022-03-18_09-51-11","monotask",1915,-335,0,0,2250,0,0,NA,NA,125,223,778
"021","2022-03-18_09-55-07","multitask",1940,-270,850,860,500,15,20,66.6666666666667,90,25,91,575
"021","2022-03-18_09-58-32","monotask",1980,-520,0,0,2500,0,0,NA,NA,127,246,818
"021","2022-03-18_10-01-47","multitask",2190,-100,750,1040,500,11,20,81.8181818181818,100,23,92,502
"021","2022-03-18_10-05-05","monotask",2330,-420,0,0,2750,0,0,NA,NA,132,197,830
"021","2022-03-18_10-08-17","multitask",2080,-300,700,930,750,11,19,72.7272727272727,94.7368421052632,57,131,514
"022","2022-03-18_13-47-02","monotask",205,-545,0,0,750,0,0,NA,NA,62,113,310
"022","2022-03-18_13-50-39","multitask",850,-940,200,1090,500,12,21,41.6666666666667,95.2380952380952,43,112,305
"022","2022-03-18_13-53-53","monotask",1025,-225,0,0,1250,0,0,NA,NA,87,170,367
"022","2022-03-18_13-57-20","multitask",1605,-525,800,830,500,13,21,84.6153846153846,80.9523809523809,42,110,312
"022","2022-03-18_14-00-44","monotask",880,-870,0,0,1750,0,0,NA,NA,99,147,327
"022","2022-03-18_14-03-59","multitask",750,-1190,550,890,500,8,22,87.5,77.2727272727273,33,97,274
"022","2022-03-18_14-07-10","monotask",1710,-290,0,0,2000,0,0,NA,NA,112,164,349
"022","2022-03-18_14-10-39","multitask",1320,-1000,850,970,500,13,20,76.9230769230769,90,28,87,291
"022","2022-03-18_14-14-00","monotask",2145,-105,0,0,2250,0,0,NA,NA,133,203,396
"022","2022-03-18_14-17-30","multitask",1390,-730,550,1070,500,10,21,70,95.2380952380952,30,94,270
"023","2022-03-18_16-24-13","monotask",615,-135,0,0,750,0,0,NA,NA,47,86,363
"023","2022-03-18_16-28-02","multitask",-845,-555,-100,-190,0,9,14,33.3333333333333,21.4285714285714,29,92,380
"023","2022-03-18_16-31-22","monotask",280,-470,0,0,750,0,0,NA,NA,56,111,366
"023","2022-03-18_16-34-41","multitask",-1030,-930,-250,-350,500,9,14,0,0,26,53,323
"023","2022-03-18_16-38-10","monotask",700,-50,0,0,750,0,0,NA,NA,52,95,367
"023","2022-03-18_16-41-29","multitask",-1345,-1365,-200,-30,250,11,15,0,26.6666666666667,19,50,318
"023","2022-03-18_16-45-17","monotask",1450,-50,0,0,1500,0,0,NA,NA,81,133,375
"023","2022-03-18_16-48-33","multitask",-990,-1370,-50,180,250,14,18,28.5714285714286,22.2222222222222,37,97,366
"023","2022-03-18_16-52-06","monotask",1200,-50,0,0,1250,0,0,NA,NA,74,114,363
"023","2022-03-18_16-55-26","multitask",-640,-1320,-50,230,500,9,17,11.1111111111111,35.2941176470588,33,99,362
"024","2022-03-21_16-48-07","monotask",-25,-1275,0,0,1250,0,0,NA,NA,63,166,376
"024","2022-03-21_16-51-45","multitask",385,-1195,200,880,500,10,21,60,80.9523809523809,33,139,373
"024","2022-03-21_16-55-01","monotask",820,-430,0,0,1250,0,0,NA,NA,72,176,417
"024","2022-03-21_16-58-14","multitask",760,-1050,450,860,500,13,20,61.5384615384615,80,31,145,372
"024","2022-03-21_17-01-34","monotask",1240,-510,0,0,1750,0,0,NA,NA,101,202,418
"024","2022-03-21_17-04-52","multitask",240,-1630,250,870,750,13,20,46.1538461538462,85,45,159,384
"024","2022-03-21_17-08-06","monotask",1065,-435,0,0,1500,0,0,NA,NA,95,230,458
"024","2022-03-21_17-11-16","multitask",1180,-1120,600,950,750,12,21,83.3333333333333,85.7142857142857,59,165,394
"024","2022-03-21_17-14-45","monotask",2320,-430,0,0,2750,0,0,NA,NA,149,264,521
"024","2022-03-21_17-17-54","multitask",1295,-1155,550,900,1000,16,20,62.5,85,51,177,403
"025","2022-03-22_09-59-48","monotask",3095,-155,0,0,3250,0,0,NA,NA,179,250,516
"025","2022-03-22_10-03-52","multitask",1445,-505,200,250,1500,15,18,26.6666666666667,50,90,152,390
"025","2022-03-22_10-07-18","monotask",2695,-805,0,0,3500,0,0,NA,NA,188,273,578
"025","2022-03-22_10-10-29","multitask",2600,-680,400,880,2000,9,21,77.7777777777778,80.9523809523809,111,221,479
"025","2022-03-22_10-13-48","monotask",4170,-580,0,0,4750,0,0,NA,NA,266,350,706
"025","2022-03-22_10-16-58","multitask",2790,-730,300,720,2500,11,21,54.5454545454545,71.4285714285714,148,228,515
"025","2022-03-22_10-20-07","monotask",4935,-315,0,0,5250,0,0,NA,NA,276,379,734
"025","2022-03-22_10-23-21","multitask",-1350,-2260,-200,110,1000,10,17,30,35.2941176470588,88,159,436
"025","2022-03-22_10-26-31","monotask",5720,-280,0,0,6000,0,0,NA,NA,348,434,827
"025","2022-03-22_10-29-47","multitask",3020,-710,100,630,3000,14,21,42.8571428571429,61.9047619047619,187,287,605
"026","2022-03-22_14-15-28","monotask",2500,0,0,0,2500,0,0,NA,NA,139,192,456
"026","2022-03-22_14-25-18","multitask",1835,-435,250,770,1250,13,20,38.4615384615385,80,82,146,478
"026","2022-03-22_14-30-41","monotask",1965,-35,0,0,2000,0,0,NA,NA,124,216,644
"026","2022-03-22_14-34-21","multitask",365,-85,150,-450,750,13,13,23.0769230769231,7.69230769230769,50,97,381
"026","2022-03-22_14-37-41","monotask",1665,-85,0,0,1750,0,0,NA,NA,96,144,394
"026","2022-03-22_14-41-13","multitask",1000,-400,100,550,750,11,19,18.1818181818182,63.1578947368421,56,104,345
"026","2022-03-22_14-44-52","monotask",1250,0,0,0,1250,0,0,NA,NA,89,147,333
"026","2022-03-22_14-48-24","multitask",1520,-100,50,570,1000,14,18,14.2857142857143,72.2222222222222,67,108,367
"026","2022-03-22_14-51-49","monotask",2250,0,0,0,2250,0,0,NA,NA,125,170,359
"026","2022-03-22_14-55-00","multitask",2140,-100,150,840,1250,11,19,36.3636363636364,84.2105263157895,78,113,328
"027","2022-03-23_18-54-10","monotask",965,-35,0,0,1000,0,0,NA,NA,59,125,402
"027","2022-03-23_18-57-41","multitask",445,-875,250,820,250,17,19,23.5294117647059,78.9473684210526,22,78,320
"027","2022-03-23_19-02-51","monotask",930,-70,0,0,1000,0,0,NA,NA,70,154,397
"027","2022-03-23_19-06-06","multitask",1290,-170,200,760,500,11,19,27.2727272727273,78.9473684210526,41,103,340
"027","2022-03-23_19-09-49","monotask",1465,-35,0,0,1500,0,0,NA,NA,79,180,415
"027","2022-03-23_19-13-15","multitask",1110,-210,150,670,500,14,20,28.5714285714286,80,38,119,342
"027","2022-03-23_19-16-49","monotask",1415,-85,0,0,1500,0,0,NA,NA,88,185,388
"027","2022-03-23_19-20-27","multitask",2205,-85,450,840,1000,10,20,70,85,56,132,363
"027","2022-03-23_19-23-54","monotask",2000,0,0,0,2000,0,0,NA,NA,122,233,424
