"Participant","Date","Difficulty","TotalScore","Flight","Bonus","Mine","Fortress","NumberofBonus","NumberofMine","Bonus_Prct","Mine_Prct","FortressShot","NumberOfShots","NumberOfActions"
"151","2023-04-27_17-43-04","multitask",1315,-385,300,900,500,11,21,45.4545454545455,80.9523809523809,33,92,319
"151","2023-04-27_17-46-44","monotask",1400,-100,0,0,1500,0,0,NA,NA,86,132,316
"151","2023-04-27_17-50-01","multitask",1390,-350,350,890,500,10,21,40,76.1904761904762,34,98,324
"152","2023-05-05_09-50-48","monotask",580,-420,0,0,1000,0,0,NA,NA,62,121,353
"152","2023-05-05_09-54-45","multitask",1365,-255,550,570,500,12,20,66.6666666666667,65,37,98,357
"152","2023-05-05_09-58-04","monotask",1500,0,0,0,1500,0,0,NA,NA,84,153,352
"152","2023-05-05_10-01-10","multitask",1910,-100,650,860,500,12,20,66.6666666666667,85,34,93,339
"152","2023-05-05_10-04-18","monotask",1450,-50,0,0,1500,0,0,NA,NA,77,132,329
"152","2023-05-05_10-07-24","multitask",1285,-455,650,840,250,13,21,61.5384615384615,80.9523809523809,24,92,335
"152","2023-05-05_10-10-31","monotask",1500,0,0,0,1500,0,0,NA,NA,78,135,323
"152","2023-05-05_10-13-36","multitask",1850,-170,450,1070,500,12,22,50,90.9090909090909,35,97,332
"152","2023-05-05_10-16-48","monotask",1750,0,0,0,1750,0,0,NA,NA,88,129,304
"152","2023-05-05_10-20-03","multitask",1150,-370,250,770,500,15,20,40,80,35,90,343
"153","2023-05-05_16-56-10","monotask",1150,-100,0,0,1250,0,0,NA,NA,77,196,515
"153","2023-05-05_17-00-36","multitask",1310,-220,300,980,250,14,21,64.2857142857143,90.4761904761905,32,146,487
"153","2023-05-05_17-04-30","monotask",2150,-100,0,0,2250,0,0,NA,NA,115,192,444
"153","2023-05-05_17-07-53","multitask",2340,-300,1100,790,750,15,20,93.3333333333333,80,58,172,457
"153","2023-05-05_17-11-45","monotask",1950,-50,0,0,2000,0,0,NA,NA,111,182,436
"153","2023-05-05_17-15-03","multitask",1880,-50,400,780,750,10,19,90,84.2105263157895,55,152,437
"153","2023-05-05_17-18-34","monotask",2750,0,0,0,2750,0,0,NA,NA,142,215,446
"153","2023-05-05_17-22-01","multitask",2315,-205,850,920,750,13,21,84.6153846153846,85.7142857142857,55,134,369
"153","2023-05-05_17-25-57","monotask",3250,0,0,0,3250,0,0,NA,NA,193,294,503
"153","2023-05-05_17-29-22","multitask",2350,-150,400,850,1250,9,21,77.7777777777778,80.9523809523809,84,183,427
"154","2023-05-11_18-38-57","monotask",-1840,-2090,0,0,250,0,0,NA,NA,27,95,258
"154","2023-05-11_18-42-33","multitask",-870,-2000,50,580,500,14,16,35.7142857142857,75,30,95,278
"154","2023-05-11_18-45-59","monotask",-1255,-1755,0,0,500,0,0,NA,NA,44,155,349
"154","2023-05-11_18-49-32","multitask",-310,-1120,100,460,250,10,17,40,58.8235294117647,23,116,374
"154","2023-05-11_18-52-49","monotask",-350,-1100,0,0,750,0,0,NA,NA,48,149,409
"154","2023-05-11_18-56-01","multitask",-1235,-1545,-50,110,250,13,16,23.0769230769231,43.75,30,106,356
"154","2023-05-11_18-59-24","monotask",-250,-1250,0,0,1000,0,0,NA,NA,69,147,405
"154","2023-05-11_19-02-38","multitask",-380,-1330,-100,550,500,10,18,20,66.6666666666667,31,128,398
"154","2023-05-11_19-05-54","monotask",140,-860,0,0,1000,0,0,NA,NA,57,159,385
"154","2023-05-11_19-09-11","multitask",-285,-1275,100,390,500,12,18,25,50,45,127,376
"155","2023-05-12_15-46-57","monotask",230,-770,0,0,1000,0,0,NA,NA,60,122,365
"155","2023-05-12_15-50-29","multitask",200,-490,-150,590,250,14,18,21.4285714285714,72.2222222222222,21,53,354
"155","2023-05-12_15-54-05","monotask",1150,-100,0,0,1250,0,0,NA,NA,71,137,368
"155","2023-05-12_15-57-20","multitask",1000,-520,600,670,250,14,17,50,88.2352941176471,16,65,318
"155","2023-05-12_16-00-44","monotask",-270,-770,0,0,500,0,0,NA,NA,51,103,354
"155","2023-05-12_16-03-54","multitask",1220,-420,250,890,500,12,18,33.3333333333333,94.4444444444444,24,74,310
"155","2023-05-12_16-07-22","monotask",775,-475,0,0,1250,0,0,NA,NA,68,120,314
"155","2023-05-12_16-10-32","multitask",480,-910,650,490,250,12,19,58.3333333333333,63.1578947368421,20,61,297
"155","2023-05-12_16-14-04","monotask",950,-50,0,0,1000,0,0,NA,NA,71,131,333
"155","2023-05-12_16-17-23","multitask",-385,-1405,150,620,250,13,18,30.7692307692308,66.6666666666667,19,69,297
"156","2023-05-12_19-53-15","monotask",25,-475,0,0,500,0,0,NA,NA,35,78,338
"156","2023-05-12_19-56-47","multitask",-1230,-1580,150,-50,250,11,15,18.1818181818182,20,24,85,343
"156","2023-05-12_20-00-28","monotask",845,-405,0,0,1250,0,0,NA,NA,69,168,415
"156","2023-05-12_20-03-34","multitask",-480,-1550,600,-30,500,14,13,57.1428571428571,38.4615384615385,44,163,454
"156","2023-05-12_20-06-51","monotask",260,-490,0,0,750,0,0,NA,NA,57,159,376
"156","2023-05-12_20-09-57","multitask",100,-890,450,290,250,16,17,43.75,41.1764705882353,25,82,343
"156","2023-05-12_20-13-07","monotask",495,-505,0,0,1000,0,0,NA,NA,58,105,314
"156","2023-05-12_20-16-14","multitask",-360,-1280,450,220,250,11,16,54.5454545454545,43.75,23,55,290
"156","2023-05-12_20-19-25","monotask",-90,-590,0,0,500,0,0,NA,NA,51,137,397
"156","2023-05-12_20-22-35","multitask",850,-790,850,540,250,13,16,76.9230769230769,68.75,25,83,372
"157","2023-05-23_11-35-23","monotask",700,-50,0,0,750,0,0,NA,NA,46,81,229
"157","2023-05-23_11-38-59","multitask",770,-150,0,920,0,12,18,8.33333333333333,94.4444444444444,11,67,288
"157","2023-05-23_11-42-21","monotask",900,-100,0,0,1000,0,0,NA,NA,49,90,255
"157","2023-05-23_11-45-30","multitask",325,-385,-150,610,250,14,19,7.14285714285714,73.6842105263158,20,61,261
"157","2023-05-23_11-48-47","monotask",1200,-50,0,0,1250,0,0,NA,NA,65,109,247
"157","2023-05-23_11-51-56","multitask",1130,-170,50,1000,250,11,20,9.09090909090909,95,17,71,335
"157","2023-05-23_11-55-09","monotask",1200,-50,0,0,1250,0,0,NA,NA,66,117,318
"157","2023-05-23_11-58-20","multitask",1390,-300,100,1090,500,12,22,16.6666666666667,90.9090909090909,28,75,262
"157","2023-05-23_12-01-33","monotask",1280,-470,0,0,1750,0,0,NA,NA,89,122,342
"157","2023-05-23_12-04-41","multitask",1640,-50,250,940,500,12,21,41.6666666666667,90.4761904761905,29,75,329
"158","2023-06-05_19-02-01","monotask",-1220,-1470,0,0,250,0,0,NA,NA,15,52,192
"158","2023-06-05_19-06-05","multitask",-1925,-2045,-50,170,0,16,16,18.75,37.5,5,44,170
"158","2023-06-05_19-09-56","monotask",-705,-955,0,0,250,0,0,NA,NA,22,58,199
"158","2023-06-05_19-13-30","multitask",-1090,-1700,250,360,0,17,18,41.1764705882353,50,8,50,193
"158","2023-06-05_19-17-27","monotask",-1595,-1845,0,0,250,0,0,NA,NA,21,65,202
"158","2023-06-05_19-20-47","multitask",-1160,-1680,50,220,250,10,16,30,50,16,49,209
"158","2023-06-05_19-24-47","monotask",-2100,-2350,0,0,250,0,0,NA,NA,21,54,200
"158","2023-06-05_19-28-07","multitask",-900,-2160,500,510,250,14,16,50,75,15,62,211
"158","2023-06-05_19-32-01","monotask",-490,-990,0,0,500,0,0,NA,NA,24,60,217
"158","2023-06-05_19-35-26","multitask",-1160,-1720,150,160,250,13,15,46.1538461538462,53.3333333333333,17,59,226
"159","2023-06-06_12-48-04","monotask",120,-380,0,0,500,0,0,NA,NA,31,69,268
"159","2023-06-06_12-51-56","multitask",-585,-1455,200,420,250,14,16,21.4285714285714,68.75,23,65,243
"159","2023-06-06_12-55-50","monotask",-55,-805,0,0,750,0,0,NA,NA,44,79,289
"159","2023-06-06_12-59-14","multitask",-1255,-2335,450,380,250,14,16,42.8571428571429,62.5,20,80,275
"159","2023-06-06_13-02-51","monotask",195,-555,0,0,750,0,0,NA,NA,50,92,319
"159","2023-06-06_13-06-03","multitask",-60,-1610,650,400,500,13,17,61.5384615384615,58.8235294117647,25,69,278
"159","2023-06-06_13-09-31","monotask",70,-680,0,0,750,0,0,NA,NA,41,83,284
"159","2023-06-06_13-12-42","multitask",-920,-2160,400,590,250,14,18,42.8571428571429,66.6666666666667,24,63,271
"159","2023-06-06_13-16-12","monotask",355,-395,0,0,750,0,0,NA,NA,43,90,325
"159","2023-06-06_13-19-27","multitask",320,-1410,400,830,500,19,21,42.1052631578947,76.1904761904762,32,92,296
"160","2023-06-29_18-39-23","multitask",1260,-560,300,770,750,18,18,38.8888888888889,83.3333333333333,46,94,360
"160","2023-06-29_18-39-24","multitask",1260,-560,300,770,750,18,18,38.8888888888889,83.3333333333333,46,94,360
"160","2023-06-29_18-42-59","monotask",2595,-155,0,0,2750,0,0,NA,NA,158,214,467
"160","2023-06-29_18-46-18","multitask",920,-1180,350,750,1000,10,20,50,70,58,101,344
"160","2023-06-29_18-49-44","monotask",1820,-680,0,0,2500,0,0,NA,NA,142,180,448
"160","2023-06-29_18-53-06","multitask",1130,-1040,50,870,1250,16,21,25,76.1904761904762,65,124,361
"160","2023-06-29_18-56-41","monotask",3465,-35,0,0,3500,0,0,NA,NA,186,237,497
"160","2023-06-29_19-00-08","multitask",1550,-810,100,760,1500,15,19,20,73.6842105263158,82,129,389
"160","2023-06-29_19-03-48","monotask",3645,-105,0,0,3750,0,0,NA,NA,189,237,520
"160","2023-06-29_19-07-14","multitask",1860,-880,400,840,1500,14,22,42.8571428571429,72.7272727272727,91,139,413
"161","2023-07-06_16-52-01","monotask",130,-370,0,0,500,0,0,NA,NA,39,96,317
"161","2023-07-06_16-56-07","multitask",285,-755,300,490,250,9,17,66.6666666666667,64.7058823529412,20,59,300
"161","2023-07-06_16-59-42","monotask",580,-170,0,0,750,0,0,NA,NA,48,108,371
"161","2023-07-06_17-02-54","multitask",335,-935,150,620,500,9,19,44.4444444444444,63.1578947368421,37,94,334
"161","2023-07-06_17-06-24","monotask",315,-435,0,0,750,0,0,NA,NA,58,127,376
"161","2023-07-06_17-09-33","multitask",370,-1170,300,740,500,13,19,46.1538461538462,73.6842105263158,30,75,338
"161","2023-07-06_17-12-54","monotask",1465,-35,0,0,1500,0,0,NA,NA,88,145,354
"161","2023-07-06_17-16-21","multitask",1460,-300,350,910,500,14,20,57.1428571428571,85,45,114,355
"161","2023-07-06_17-19-40","monotask",1615,-135,0,0,1750,0,0,NA,NA,97,171,372
"161","2023-07-06_17-22-49","multitask",570,-1120,250,940,500,10,21,70,85.7142857142857,46,117,396
"162","2023-07-10_11-20-28","monotask",-1450,-2200,0,0,750,0,0,NA,NA,51,110,305
"162","2023-07-10_11-23-59","multitask",-1730,-2660,250,430,250,10,16,40,62.5,28,118,299
"162","2023-07-10_11-27-19","monotask",-1885,-2635,0,0,750,0,0,NA,NA,57,124,330
"162","2023-07-10_11-30-32","multitask",-750,-1430,0,430,250,16,17,31.25,52.9411764705882,44,159,355
"162","2023-07-10_11-33-58","monotask",-850,-1600,0,0,750,0,0,NA,NA,81,159,381
"162","2023-07-10_11-37-11","multitask",470,-1170,650,740,250,10,19,80,78.9473684210526,43,164,355
"162","2023-07-10_11-40-29","monotask",-810,-1310,0,0,500,0,0,NA,NA,110,207,393
"162","2023-07-10_11-43-46","multitask",-780,-2130,350,500,500,10,19,50,63.1578947368421,49,156,337
"162","2023-07-10_11-47-07","monotask",-455,-2205,0,0,1750,0,0,NA,NA,127,187,354
"162","2023-07-10_11-50-17","multitask",195,-1065,200,810,250,13,19,46.1538461538462,78.9473684210526,21,107,329
"163","2023-07-11_12-04-10","monotask",1615,-135,0,0,1750,0,0,NA,NA,87,168,491
"163","2023-07-11_12-07-23","multitask",550,-400,250,450,250,9,17,44.4444444444444,64.7058823529412,37,134,425
"163","2023-07-11_12-13-41","monotask",1500,0,0,0,1500,0,0,NA,NA,80,154,462
"163","2023-07-11_12-16-56","multitask",1120,-610,700,530,500,15,15,60,80,34,118,438
"163","2023-07-11_12-20-09","monotask",1500,0,0,0,1500,0,0,NA,NA,80,158,529
"163","2023-07-11_12-23-21","multitask",1755,-385,650,990,500,12,22,66.6666666666667,86.3636363636364,30,134,458
"163","2023-07-11_12-26-46","monotask",2380,-120,0,0,2500,0,0,NA,NA,152,255,736
"163","2023-07-11_12-30-18","multitask",1920,-100,650,870,500,11,20,81.8181818181818,85,39,146,499
"163","2023-07-11_12-33-32","monotask",2365,-385,0,0,2750,0,0,NA,NA,157,276,810
"163","2023-07-11_12-36-45","multitask",1990,-100,600,740,750,12,20,66.6666666666667,80,44,133,466
"164","2023-07-12_18-02-49","monotask",595,-405,0,0,1000,0,0,NA,NA,69,144,303
"164","2023-07-12_18-06-21","multitask",20,-1340,150,960,250,6,20,33.3333333333333,90,18,86,327
"164","2023-07-12_18-09-34","monotask",450,-300,0,0,750,0,0,NA,NA,47,109,327
"164","2023-07-12_18-12-46","multitask",270,-910,50,880,250,12,20,16.6666666666667,80,26,102,398
"164","2023-07-12_18-16-03","monotask",1250,0,0,0,1250,0,0,NA,NA,70,142,342
"164","2023-07-12_18-19-33","multitask",1590,-150,550,940,250,14,20,64.2857142857143,85,27,92,369
"164","2023-07-12_18-22-51","monotask",1200,-50,0,0,1250,0,0,NA,NA,72,128,326
"164","2023-07-12_18-26-07","multitask",155,-875,250,780,0,14,22,42.8571428571429,63.6363636363636,22,89,370
"164","2023-07-12_18-29-21","monotask",1500,0,0,0,1500,0,0,NA,NA,80,168,355
"164","2023-07-12_18-32-36","multitask",1280,-370,450,950,250,16,21,56.25,85.7142857142857,20,89,365
"165","2023-07-17_17-50-31","monotask",530,-220,0,0,750,0,0,NA,NA,49,91,381
"165","2023-07-17_17-55-13","multitask",960,-170,150,730,250,11,18,36.3636363636364,83.3333333333333,21,59,379
"165","2023-07-17_17-58-54","monotask",550,-450,0,0,1000,0,0,NA,NA,58,101,392
"165","2023-07-17_18-02-16","multitask",510,-820,250,830,250,11,19,45.4545454545455,78.9473684210526,18,71,392
"165","2023-07-17_18-05-47","monotask",600,-150,0,0,750,0,0,NA,NA,49,100,378
"165","2023-07-17_18-09-03","multitask",1110,-350,500,710,250,13,18,46.1538461538462,83.3333333333333,17,65,367
"165","2023-07-17_18-12-49","monotask",1115,-135,0,0,1250,0,0,NA,NA,64,98,397
"165","2023-07-17_18-16-12","multitask",1970,-50,650,870,500,15,20,46.6666666666667,85,32,99,401
"165","2023-07-17_18-20-11","monotask",850,-150,0,0,1000,0,0,NA,NA,62,99,399
"165","2023-07-17_18-23-30","multitask",1110,-450,500,560,500,11,18,54.5454545454545,66.6666666666667,31,83,391
"166","2023-07-24_10-49-59","multitask",1050,-220,450,320,500,16,17,37.5,58.8235294117647,27,84,418
"166","2023-07-24_10-53-32","monotask",900,-100,0,0,1000,0,0,NA,NA,88,225,531
"166","2023-07-24_10-56-48","multitask",1080,-290,300,570,500,10,18,50,77.7777777777778,36,107,397
"166","2023-07-24_11-00-01","monotask",815,-435,0,0,1250,0,0,NA,NA,91,181,512
"166","2023-07-24_11-03-12","multitask",1480,-150,650,480,500,14,18,57.1428571428571,66.6666666666667,43,107,429
"166","2023-07-24_11-07-45","monotask",1645,-105,0,0,1750,0,0,NA,NA,99,208,565
"166","2023-07-24_11-10-57","multitask",1245,-85,700,130,500,13,15,69.2307692307692,53.3333333333333,41,120,436
"166","2023-07-24_11-14-08","monotask",1280,-220,0,0,1500,0,0,NA,NA,84,233,582
"166","2023-07-24_11-17-18","multitask",1070,-370,400,540,500,14,17,42.8571428571429,76.4705882352941,49,147,495
"167","2023-08-28_18-54-57","monotask",1250,0,0,0,1250,0,0,NA,NA,65,119,398
"167","2023-08-28_18-58-22","multitask",530,-400,0,680,250,16,18,18.75,77.7777777777778,23,95,398
"167","2023-08-28_19-01-44","monotask",1500,0,0,0,1500,0,0,NA,NA,81,157,417
"167","2023-08-28_19-05-11","multitask",1235,-335,150,920,500,10,20,40,90,45,121,388
"167","2023-08-28_19-08-32","monotask",1150,-100,0,0,1250,0,0,NA,NA,85,149,420
"167","2023-08-28_19-11-39","multitask",1370,-400,100,920,750,14,21,28.5714285714286,80.9523809523809,43,116,385
"167","2023-08-28_19-14-54","monotask",1700,-50,0,0,1750,0,0,NA,NA,96,175,418
"167","2023-08-28_19-18-08","multitask",1030,-300,150,680,500,11,19,36.3636363636364,78.9473684210526,36,104,394
"167","2023-08-28_19-21-20","monotask",1700,-50,0,0,1750,0,0,NA,NA,94,170,422
"167","2023-08-28_19-24-29","multitask",1740,-50,0,1040,750,14,21,28.5714285714286,90.4761904761905,42,105,419
"168","2023-08-29_18-59-48","monotask",2010,-240,0,0,2250,0,0,NA,NA,134,201,611
"168","2023-08-29_19-03-49","multitask",2890,-190,150,680,2250,13,17,38.4615384615385,82.3529411764706,125,221,614
"168","2023-08-29_19-07-24","monotask",3385,-365,0,0,3750,0,0,NA,NA,221,315,790
"168","2023-08-29_19-10-45","multitask",705,-665,-50,420,1000,10,17,20,58.8235294117647,71,140,594
"168","2023-08-29_19-14-04","monotask",2810,-440,0,0,3250,0,0,NA,NA,176,229,760
"168","2023-08-29_19-17-35","multitask",1245,-755,50,700,1250,11,20,18.1818181818182,65,80,132,591
"168","2023-08-29_19-21-02","monotask",3105,-645,0,0,3750,0,0,NA,NA,202,266,806
"168","2023-08-29_19-24-24","multitask",1930,-950,600,780,1500,14,21,71.4285714285714,71.4285714285714,102,193,609
"168","2023-08-29_19-27-53","monotask",3635,-365,0,0,4000,0,0,NA,NA,250,340,801
"168","2023-08-29_19-31-11","multitask",2145,-485,200,680,1750,10,19,50,73.6842105263158,94,165,672
"169","2023-08-31_14-21-16","monotask",3200,-300,0,0,3500,0,0,NA,NA,237,352,643
"169","2023-08-31_14-25-23","multitask",3185,-185,850,1020,1500,14,22,85.7142857142857,90.9090909090909,126,249,571
"169","2023-08-31_14-28-58","monotask",5000,0,0,0,5000,0,0,NA,NA,298,388,627
"169","2023-08-31_14-32-16","multitask",3810,-50,600,1010,2250,12,22,75,90.9090909090909,146,253,556
"169","2023-08-31_14-35-46","monotask",5650,-100,0,0,5750,0,0,NA,NA,329,396,599
"169","2023-08-31_14-39-11","multitask",3850,-100,450,1000,2500,12,21,66.6666666666667,95.2380952380952,139,268,607
"169","2023-08-31_14-42-51","monotask",6400,-100,0,0,6500,0,0,NA,NA,360,400,667
"169","2023-08-31_14-46-11","multitask",4810,-50,600,1010,3250,11,23,81.8181818181818,86.9565217391304,190,287,651
"169","2023-08-31_14-49-45","monotask",6350,-150,0,0,6500,0,0,NA,NA,363,401,658
"169","2023-08-31_14-53-08","multitask",5160,-100,850,910,3500,14,21,92.8571428571429,85.7142857142857,213,319,693
"170","2023-08-31_16-23-42","monotask",2045,-205,0,0,2250,0,0,NA,NA,128,195,585
"170","2023-08-31_16-27-19","multitask",1400,-470,50,820,1000,9,21,33.3333333333333,76.1904761904762,56,131,487
"170","2023-08-31_16-30-45","monotask",3330,-170,0,0,3500,0,0,NA,NA,185,248,768
"170","2023-08-31_16-33-59","multitask",2210,-420,200,930,1500,12,21,41.6666666666667,85.7142857142857,91,156,607
"170","2023-08-31_16-37-22","monotask",3830,-170,0,0,4000,0,0,NA,NA,219,284,792
"170","2023-08-31_16-40-34","multitask",2390,-420,250,810,1750,11,21,45.4545454545455,76.1904761904762,96,180,616
"170","2023-08-31_16-44-04","monotask",3750,0,0,0,3750,0,0,NA,NA,215,276,846
"170","2023-08-31_16-47-15","multitask",2365,-235,100,1000,1500,6,21,83.3333333333333,90.4761904761905,94,168,604
"170","2023-08-31_16-50-37","monotask",2880,-370,0,0,3250,0,0,NA,NA,183,241,779
"170","2023-08-31_16-53-49","multitask",3335,-35,400,970,2000,14,20,50,95,115,190,651
"171","2023-09-29_15-42-31","monotask",915,-85,0,0,1000,0,0,NA,NA,56,68,244
"171","2023-09-29_15-46-24","multitask",1145,-185,200,880,250,11,20,27.2727272727273,85,23,61,264
"171","2023-09-29_15-49-56","monotask",740,-260,0,0,1000,0,0,NA,NA,75,126,291
"171","2023-09-29_15-53-19","multitask",840,-380,0,720,500,16,19,6.25,78.9473684210526,37,79,273
"171","2023-09-29_15-56-48","monotask",1615,-135,0,0,1750,0,0,NA,NA,88,138,297
"171","2023-09-29_16-00-02","multitask",905,-555,200,760,500,11,19,27.2727272727273,78.9473684210526,37,95,268
"171","2023-09-29_16-03-18","monotask",1325,-175,0,0,1500,0,0,NA,NA,82,125,294
"171","2023-09-29_16-06-36","multitask",-1025,-1495,100,120,250,12,16,16.6666666666667,31.25,27,76,267
"171","2023-09-29_16-09-51","monotask",1060,-440,0,0,1500,0,0,NA,NA,73,110,246
"171","2023-09-29_16-13-02","multitask",1560,-50,0,860,750,13,20,15.3846153846154,85,43,84,262
"172","2023-09-29_09-11-40","monotask",1250,0,0,0,1250,0,0,NA,NA,68,101,355
"172","2023-09-29_09-15-27","multitask",1045,-435,0,730,750,11,20,27.2727272727273,70,43,83,316
"172","2023-09-29_09-19-05","monotask",2200,-50,0,0,2250,0,0,NA,NA,119,173,422
"172","2023-09-29_09-22-15","multitask",1150,-820,400,570,1000,15,20,40,60,63,122,352
"172","2023-09-29_09-25-40","monotask",3000,0,0,0,3000,0,0,NA,NA,153,205,419
"172","2023-09-29_09-28-54","multitask",2080,-350,250,930,1250,13,21,30.7692307692308,80.9523809523809,69,130,391
"172","2023-09-29_09-32-06","monotask",3200,-50,0,0,3250,0,0,NA,NA,158,205,457
"172","2023-09-29_09-35-18","multitask",2330,-100,250,930,1250,14,22,28.5714285714286,81.8181818181818,61,116,355
"172","2023-09-29_09-38-31","monotask",3150,-100,0,0,3250,0,0,NA,NA,166,212,492
"172","2023-09-29_09-41-40","multitask",2315,-305,400,970,1250,13,20,46.1538461538462,90,71,128,354
"173","2023-10-06_13-30-45","monotask",715,-35,0,0,750,0,0,NA,NA,44,128,466
"173","2023-10-06_13-34-40","multitask",-615,-1215,200,150,250,15,16,33.3333333333333,37.5,12,85,395
"173","2023-10-06_13-38-00","monotask",800,-450,0,0,1250,0,0,NA,NA,72,189,538
"173","2023-10-06_13-41-24","multitask",-650,-1420,0,520,250,13,19,23.0769230769231,57.8947368421053,32,206,453
"173","2023-10-06_13-45-03","monotask",125,-875,0,0,1000,0,0,NA,NA,71,201,528
"173","2023-10-06_13-48-09","multitask",-385,-1485,300,550,250,16,21,56.25,47.6190476190476,46,262,541
"173","2023-10-06_13-51-33","monotask",1225,-275,0,0,1500,0,0,NA,NA,82,201,540
"173","2023-10-06_13-54-52","multitask",130,-1050,50,880,250,10,20,60,85,46,200,488
"173","2023-10-06_13-58-08","monotask",1175,-575,0,0,1750,0,0,NA,NA,97,157,470
"173","2023-10-06_14-01-18","multitask",740,-1030,350,920,500,15,21,53.3333333333333,80.9523809523809,48,175,445
"174","2023-10-02_14-39-35","monotask",3250,0,0,0,3250,0,0,NA,NA,178,243,524
"174","2023-10-02_14-43-23","multitask",2780,-200,550,930,1500,12,19,66.6666666666667,94.7368421052632,100,169,491
"174","2023-10-02_14-46-41","monotask",2400,-350,0,0,2750,0,0,NA,NA,163,238,502
"174","2023-10-02_14-50-04","multitask",2350,-400,500,750,1500,13,19,53.8461538461538,78.9473684210526,80,145,446
"174","2023-10-02_14-53-23","monotask",3450,-300,0,0,3750,0,0,NA,NA,179,235,483
"174","2023-10-02_14-56-41","multitask",2090,-600,250,690,1750,9,19,55.5555555555556,73.6842105263158,98,149,465
"174","2023-10-02_14-59-59","monotask",3465,-35,0,0,3500,0,0,NA,NA,194,258,533
"174","2023-10-02_15-03-09","multitask",2970,-350,650,670,2000,10,19,90,84.2105263157895,114,160,482
"174","2023-10-02_15-06-27","monotask",3865,-135,0,0,4000,0,0,NA,NA,221,266,579
"174","2023-10-02_15-09-36","multitask",2590,-470,200,860,2000,11,20,36.3636363636364,85,107,165,515
"175","2023-10-05_15-17-32","monotask",930,-70,0,0,1000,0,0,NA,NA,53,128,330
"175","2023-10-05_15-21-50","multitask",770,-540,200,860,250,14,18,28.5714285714286,88.8888888888889,15,68,290
"175","2023-10-05_15-25-22","monotask",630,-120,0,0,750,0,0,NA,NA,38,112,318
"175","2023-10-05_15-28-39","multitask",790,-470,250,760,250,12,20,33.3333333333333,75,20,81,311
"175","2023-10-05_15-32-03","monotask",1100,-150,0,0,1250,0,0,NA,NA,65,144,338
"175","2023-10-05_15-35-15","multitask",-275,-1265,100,640,250,7,21,57.1428571428571,61.9047619047619,24,85,296
"175","2023-10-05_15-38-41","monotask",480,-520,0,0,1000,0,0,NA,NA,65,140,324
"175","2023-10-05_15-41-54","multitask",830,-660,600,640,250,12,19,66.6666666666667,68.4210526315789,23,91,322
"175","2023-10-05_15-45-17","monotask",780,-220,0,0,1000,0,0,NA,NA,58,136,342
"175","2023-10-05_15-48-35","multitask",1805,-275,1200,630,250,18,20,72.2222222222222,75,19,89,321
"176","2023-10-04_08-50-09","monotask",1400,-100,0,0,1500,0,0,NA,NA,118,230,388
"176","2023-10-04_08-54-18","multitask",1305,-555,300,810,750,9,19,66.6666666666667,78.9473684210526,45,105,263
"176","2023-10-04_08-57-32","monotask",1260,-240,0,0,1500,0,0,NA,NA,86,173,319
"176","2023-10-04_09-00-49","multitask",475,-875,250,850,250,10,20,50,85,36,113,297
"176","2023-10-04_09-04-12","monotask",850,-150,0,0,1000,0,0,NA,NA,70,166,325
"176","2023-10-04_09-07-25","multitask",-745,-855,0,110,0,14,17,21.4285714285714,35.2941176470588,34,122,303
"176","2023-10-04_09-10-41","monotask",3000,0,0,0,3000,0,0,NA,NA,200,322,424
"176","2023-10-04_09-14-20","multitask",805,-505,-150,710,750,18,20,33.3333333333333,75,73,170,368
"176","2023-10-04_09-17-33","monotask",1945,-555,0,0,2500,0,0,NA,NA,162,340,473
"176","2023-10-04_09-20-41","multitask",750,-840,200,640,750,10,18,50,66.6666666666667,68,171,324
"177","2023-10-12_10-23-03","monotask",860,-140,0,0,1000,0,0,NA,NA,56,134,347
"177","2023-10-12_10-27-06","multitask",-415,-1355,150,540,250,11,17,36.3636363636364,70.5882352941177,22,75,250
"177","2023-10-12_10-30-20","monotask",890,-360,0,0,1250,0,0,NA,NA,64,140,360
"177","2023-10-12_10-33-43","multitask",940,-490,650,530,250,13,18,69.2307692307692,66.6666666666667,29,111,347
"177","2023-10-12_10-36-55","monotask",1465,-35,0,0,1500,0,0,NA,NA,79,157,382
"177","2023-10-12_10-40-14","multitask",1295,-255,100,700,750,6,20,33.3333333333333,75,42,131,361
"177","2023-10-12_10-43-24","monotask",1415,-85,0,0,1500,0,0,NA,NA,82,176,431
"177","2023-10-12_10-46-30","multitask",590,-840,200,730,500,8,20,62.5,75,35,112,349
"177","2023-10-12_10-49-42","monotask",1665,-85,0,0,1750,0,0,NA,NA,82,168,390
"177","2023-10-12_10-52-57","multitask",875,-325,100,600,500,7,18,42.8571428571429,72.2222222222222,31,97,309
"178","2023-10-24_17-42-09","monotask",1000,0,0,0,1000,0,0,NA,NA,55,108,337
"178","2023-10-24_17-45-40","multitask",750,-470,50,920,250,11,20,36.3636363636364,90,26,91,314
"178","2023-10-24_17-49-09","monotask",1500,0,0,0,1500,0,0,NA,NA,86,142,334
"178","2023-10-24_17-52-26","multitask",1470,-350,300,1020,500,15,20,40,95,31,85,309
"178","2023-10-24_17-55-46","monotask",1950,-50,0,0,2000,0,0,NA,NA,100,147,345
"178","2023-10-24_17-59-01","multitask",2330,-100,800,1130,500,15,22,66.6666666666667,95.4545454545455,34,97,336
